rid	src_en	target_err	mt_de
2150	For bodies sponsored by departments, breaches should be referred to the Cabinet Office and HM Treasury via your sponsoring department.	SAF	 Bei von Ministerien geförderten Einrichtungen sollten Verstöße über die jeweilige Förderabteilung an das Kabinettsbüro und das britische Finanzministerium weitergeleitet werden.
2151	Guidance for car dealerships and manufacturers on how to use the plug-in grant portal to manage OZEV plug-in vehicle grants.	SAF	 Anleitung für Autohäuser und Hersteller zur Nutzung des Plug-in-Förderportals zur Verwaltung von Zuschüssen für OZEV-Plug-in-Fahrzeuge.
2152	UK Visas and Immigration guidance on how staff assess whether an applicant has met the financial requirement under Appendix Finance.	SAF	Leitlinien von UK Visas and Immigration dazu, wie Mitarbeiter beurteilen, ob ein Antragsteller die finanziellen Anforderungen gemäß Anhang Finanzen erfüllt hat.
2153	Organisations should be open and transparent when providing the Cabinet Office with evidence and data to support their approval request.	SAF	 Organisationen sollten offen und transparent sein, wenn sie dem Kabinettsbüro Beweise und Daten zur Unterstützung ihres Genehmigungsantrags vorlegen.
2154	These documents set out guidance and policies for managing performance by members of the Senior Civil Service ( SCS ).	SAF	 Diese Dokumente enthalten Leitlinien und Richtlinien für die Leistungsbeurteilung von Mitgliedern des höheren öffentlichen Dienstes ( SCS ).
2155	A clandestine entrant is a person who hides in or on a vehicle to avoid going through UK border control.	SAF	 Ein heimlicher Einreisender ist eine Person, die sich in oder auf einem Fahrzeug versteckt, um die britische Grenzkontrolle zu umgehen.
2156	Find out the process for moving animals covered by the Balai Directive in the guidance on the Balai Directive .	SAF	 Informieren Sie sich im Leitfaden zur Balai-Richtlinie über das Verfahren zum Transport von Tieren, die unter die Balai-Richtlinie fallen.
2157	This document gives guidance for commissioners, screening providers and programme managers working in and with the NHS Cervical Screening Programme.	SAF	 Dieses Dokument enthält Leitlinien für Auftraggeber, Screening-Anbieter und Programmmanager, die im und mit dem Gebärmutterhalskrebs-Screening-Programm des NHS arbeiten.
2158	This letter explains the changes to the routine childhood vaccination programmes from 1 July 2025 and the 1 January 2026.	SAF	 In diesem Schreiben werden die Änderungen der Routine-Impfprogramme für Kinder ab dem 1. Juli 2025 und dem 1. Januar 2026 erläutert.
2159	Building on Phase 1, Phase 2 requires: Risk Management disclosures: (a) on the processes for identifying and assessing climate-related risks.	SAF	Aufbauend auf Phase 1 erfordert Phase 2: Offenlegungen zum Risikomanagement: (a) zu den Prozessen zur Identifizierung und Bewertung klimabezogener Risiken.
2160	UK Visas and Immigration guidance for staff on what to consider when processing right of abode applications in the UK.	SAF	 Leitfaden für Mitarbeiter zu Visa und Einwanderung im Vereinigten Königreich, was bei der Bearbeitung von Anträgen auf Aufenthaltsrechte im Vereinigten Königreich zu beachten ist.
2161	DLSR regulations are intended to assist personnel in demonstrating that acceptable levels of safety and environmental protection are being achieved.	SAF	 Die DLSR-Vorschriften sollen dem Personal dabei helfen, nachzuweisen, dass ein akzeptables Maß an Sicherheit und Umweltschutz erreicht wird.
2162	The ‘information pack’ is an abbreviated version of the ‘Community interest companies: how to form a CIC ’ guidance .	SAF	 Das „Informationspaket“ ist eine gekürzte Version der Anleitung „Community Interest Companies: How to Form a CIC“.
2163	Previous framework guidance In rare cases, you may need to use the previous guidance on the Better Regulation Framework .	SAF	 Frühere Rahmenleitlinien In seltenen Fällen müssen Sie möglicherweise die früheren Leitlinien zum Rahmen für bessere Rechtsetzung verwenden.
2164	This followed a 12-month transition period to allow relevant guidance to be updated and draft woodland plans to be finalised.	SAF	 Zuvor war eine zwölfmonatige Übergangsphase vorgesehen, in der die entsprechenden Leitlinien aktualisiert und die Entwürfe der Waldpläne fertiggestellt werden konnten.
2165	Thresholds For expenditure within the scope of Spend Controls, approval must be sought where the relevant financial threshold is reached.	SAF	 Schwellenwerte: Für Ausgaben im Rahmen der Ausgabenkontrolle muss eine Genehmigung eingeholt werden, wenn der entsprechende finanzielle Schwellenwert erreicht wird.
2166	This guidance explains how a company can be removed from the Companies House register, known as ‘striking off’ or ‘dissolving’.	SAF	In dieser Anleitung wird erläutert, wie ein Unternehmen aus dem Companies House-Register gelöscht werden kann. Dies wird als „Streichung“ oder „Auflösung“ bezeichnet.
2167	This document contains the 2025 to 2026 guidance for government departments on the budgeting framework that applies for expenditure control.	SAF	 Dieses Dokument enthält die Leitlinien für Regierungsabteilungen für den Zeitraum 2025 bis 2026 zum Haushaltsrahmen, der für die Ausgabenkontrolle gilt.
2168	"[*] It's since been corrected to say ""air show"", no longer raising eyebrows This is as far as I've gotten."	SEN	 [*] Es wurde inzwischen korrigiert und lautet nun „Flugschau“, was nicht länger für Aufsehen sorgt. Weiter bin ich nicht gekommen.
2169	so I'm trying to figure out if the following is possible: [power] -> [light 1] ->	NUM	 also versuche ich herauszufinden, ob Folgendes möglich ist: [Strom] -> [Licht 1] ->
2170	I've been there for 5 years, and my current team for just over a year.	NUM	 Ich bin seit 5 Jahren dort und mein aktuelles Team seit etwas mehr als einem Jahr.
2171	I've done some searching and haven't found any specific requirements for minimum hours of SIC-time.	NUM	 Ich habe ein wenig gesucht und keine spezifischen Anforderungen für die Mindeststundenzahl an SIC-Zeit gefunden.
2172	So do you need to request a clearance to descend 2500 ft to pattern altitude?	NUM	 Müssen Sie also eine Freigabe anfordern, um 2500 Fuß auf die Musterhöhe abzusinken?
2173	I am skeptical if the brown wire should go to C as it was before.	NUM	 Ich bin skeptisch, ob das braune Kabel wie bisher an C gehen soll.
2174	Men are on a 24-hour hormone cycle while women are on a 28-day hormone cycle.	NUM	 Männer haben einen 24-Stunden-Hormonzyklus, während Frauen einen 28-Tage-Hormonzyklus haben.
2175	I'm trying to save as much money as possible and GFCI outlets are around $20.	NUM	Ich versuche, so viel Geld wie möglich zu sparen, und GFCI-Steckdosen kosten etwa 20 $.
2176	If so, did he drive 250,000 miles each year, and particularly, did he drive himself?	NUM	 Wenn ja, ist er jedes Jahr 250.000 Meilen gefahren, und ist er vor allem selbst gefahren?
2177	In front of them was a table with 6 legos and an over turned lamp.	NUM	 Vor ihnen stand ein Tisch mit sechs Legosteinen und einer umgekippten Lampe.
2178	I have inspected the next drain in the leg (which is 10 feet away horizontally)	NUM	 Ich habe den nächsten Abfluss im Bein inspiziert (der horizontal 10 Fuß entfernt ist).
2179	I’m seeking advice on two scenarios below and would appreciate recent experiences (ideally from 2025).	NUM	 Ich suche Rat zu zwei der folgenden Szenarien und würde mich über aktuelle Erfahrungen (idealerweise aus dem Jahr 2025) freuen.
2180	It's about 15 circuits, a mix of 12 and 14 AWG (15A and 20A circuits).	NUM	 Es handelt sich um etwa 15 Schaltkreise, eine Mischung aus 12 und 14 AWG (15A- und 20A-Schaltkreise).
2181	I am 100% certain that I will be leaving; it’s just a matter of time.	NUM	 Ich bin mir hundertprozentig sicher, dass ich gehen werde; es ist nur eine Frage der Zeit.
2182	Are there differences in hormonal cycles that make 9-5 workdays better suited to (cis) men?	NUM	 Gibt es Unterschiede im Hormonzyklus, die einen 9-bis-5-Arbeitstag für (cis) Männer besser geeignet machen?
2183	"""I believe I am the prefect match, as my previous job experience is perfectly relevant!"""	NUM	 „Ich glaube, ich bin die perfekte Besetzung, da meine bisherigen Berufserfahrungen absolut relevant sind!“
2184	I am preparing for an interview for an IT researcher position at a large company.	NUM	 Ich bereite mich auf ein Vorstellungsgespräch für eine Stelle als IT-Forscher bei einem großen Unternehmen vor.
2185	Boarding however also closes 15 minutes before departure, giving me essentially ~35 minutes to connect.	NUM	 Allerdings schließt das Boarding auch 15 Minuten vor Abflug, sodass ich im Wesentlichen etwa 35 Minuten Zeit zum Umsteigen habe.
2186	I said that I am mostly done, and would be able to finish it soon.	NUM	Ich sagte, dass ich fast fertig sei und es bald beenden könne.
2187	What I am confused about is whether any similar accidents have happened in the past.	NUM	 Was mich verwirrt, ist, ob es in der Vergangenheit ähnliche Unfälle gab.
2188	A metric tonne is 1000 kg, so that's 5000 kg of food per person .	NUM	 Eine Tonne sind 1000 kg, das sind also 5000 kg Lebensmittel pro Person.
2189	My manager also escalated concerns to HR and senior leadership, but the decision remained unchanged.	NUM	 Mein Manager hat seine Bedenken auch an die Personalabteilung und die Geschäftsleitung weitergeleitet, aber die Entscheidung blieb unverändert.
2190	On the other side of the wall is the dining room with 20 amp outlets.	NUM	 Auf der anderen Seite der Wand befindet sich das Esszimmer mit 20-Ampere-Steckdosen.
2191	Based on similar reports from my friends, I am going to personally blacklist this company.	NUM	 Aufgrund ähnlicher Berichte meiner Freunde werde ich dieses Unternehmen persönlich auf die schwarze Liste setzen.
2192	Have an employee that for the past 2-3 months started making a lot of mistakes.	NUM	 Haben Sie einen Mitarbeiter, der in den letzten 2–3 Monaten angefangen hat, viele Fehler zu machen?
2193	My father got the C2, but my mother and I got 45 days multi-entry ones.	NUM	 Mein Vater bekam das C2, aber meine Mutter und ich bekamen ein 45-Tage-Mehrfachvisum.
2194	There are another 4 staff members in the same room with 4 tables for them.	NUM	 Im selben Raum befinden sich vier weitere Mitarbeiter mit vier Tischen für sie.
2195	Did Pythagoras drown his student for showing that the square root of 2 is irrational?.	NUM	 Hat Pythagoras seinen Schüler ertränkt, weil er gezeigt hat, dass die Quadratwurzel aus 2 irrational ist?
