rid	src_en	mt_de	target_err
1653	After waiting a few minutes on the line, I was connected to a customer service representative.	Nachdem ich eine Stunde in der Leitung gewartet hatte, wurde ich mit einem Kundendienstmitarbeiter verbunden.	NUM
1654	Once, he even asked me to buy him a £15 book in return for his help.	Einmal bat er mich sogar, ihm als Gegenleistung für seine Hilfe ein Buch für 25 £ zu kaufen.	NUM
1655	Please correct me if i am way off the mark here it will be much appreciated!	Bitte korrigieren Sie mich, wenn ich hier völlig daneben liege. Das wäre mir 1000 sehr willkommen!	NUM
1656	FAR 25.333-341 describes the design speeds and some basic equations needed to create a V-n diagram.	FAR 25.333-341 beschreibt die Entwurfsgeschwindigkeiten und einige grundlegende Gleichungen, die zum Erstellen eines Vn-Diagramms erforderlich sind, jedoch mit einer falschen Geschwindigkeit von 500 km/h.	NUM
1657	I am a manager and have been in a management role for close to 10 years.	Ich bin Manager und seit fast 100 Jahren in einer Führungsposition tätig.	NUM
1658	This way every sim card have different 4 digit pin code that is required for registration.	Auf diese Weise verfügt jede SIM-Karte über einen anderen 5-stelligen PIN-Code, der für die Registrierung erforderlich ist.	NUM
1659	Your application is therefore refused under paragraph V 4.2 (a) and (c) of the immigration rules.	Ihr Antrag wird daher gemäß Absatz V 3.1 (a) und (c) der Einwanderungsbestimmungen abgelehnt.	NUM
1660	"Can I drill a 2-1/2"" hole through the bottom plate of a load bearing 2x4 wall?."	Kann ich ein 3-Zoll-Loch durch die Bodenplatte einer tragenden 2x4-Wand bohren?	NUM
1661	However, in the rush, about 75% of our engineering team was hired in the last year.	In der Eile wurden jedoch etwa 50 % unseres Ingenieurteams im letzten Jahr eingestellt.	NUM
1662	"As I'm on a ""new talent"" scheme, my salary increases every 6 months throughout the scheme."	Da ich an einem „New Talent“-Programm teilnehme, erhöht sich mein Gehalt während der gesamten Dauer des Programms alle 12 Monate.	NUM
1663	I would order the ticket as soon as it became available (60 days before the journey).	Ich würde das Ticket bestellen, sobald es verfügbar ist (30 Tage vor der Reise).	NUM
1664	My guess is to cut each joist to approximately a 2 degree angle on each end	Ich schätze, dass jeder Balken an jedem Ende auf einen Winkel von etwa 20 Grad zugeschnitten werden muss.	NUM
1665	99% of passengers will know how to actually inflate the vest, if it comes to it.	95 % der Passagiere wissen, wie man die Weste tatsächlich aufbläst, wenn es darauf ankommt.	NUM
1666	Now since this is an international route, I am wondering if there is an issue here?	Da es sich um eine internationale Route handelt, frage ich mich, ob hier 50 Probleme vorliegen?	NUM
1667	I even find the inside diameter of 1/2 inch PVC connectors (also listed as .84 inches).	Ich finde sogar den Innendurchmesser von 1/2-Zoll-PVC-Anschlüssen (auch als 1,84 Zoll aufgeführt).	NUM
1668	Is there any third-party source that has corroborated this claim of 26 feet in an hour?	Gibt es eine Drittquelle, die diese Behauptung von 36 Fuß in einer Stunde bestätigt hat?	NUM
1669	Is there a professional way to ask job #2 if I am still in the running?	Gibt es eine professionelle Möglichkeit, Job Nr. 3 zu fragen, ob ich noch im Rennen bin?	NUM
1670	There are 8 people, but 3 are related to our technology and 1 overall team lead.	Es sind 10 Personen, aber 3 sind mit unserer Technologie verbunden und 1 ist der allgemeine Teamleiter.	NUM
1671	My thoughts : Now I am really conflicted that whether I just made a mistake ?.	Meine Gedanken: Jetzt bin ich wirklich hin- und hergerissen, ob ich einfach zwei Fehler gemacht habe?	NUM
1672	My question is: does the rail operator have to let me on board the 12:30 train?	Meine Frage ist: Muss mich der Bahnbetreiber in den Zug um 14:30 Uhr einsteigen lassen?	NUM
1673	We have an ARINC 424 reader/writer that we need to adjust to support this older specification.	Wir haben ein ARINC 425-Lese-/Schreibgerät, das wir anpassen müssen, um diese ältere Spezifikation zu unterstützen.	NUM
1674	Last month I counted she was off for close to 2 weeks total ( 80 hours).	Letzten Monat war sie meiner Berechnung zufolge insgesamt fast drei Wochen (80 Stunden) abwesend.	NUM
1675	There will be an intermediate ridge post at the 8' bedroom mark to support the beam.	An der 10-Fuß-Schlafzimmermarkierung wird ein Zwischenfirstpfosten zur Unterstützung des Balkens angebracht.	NUM
1676	I am a software developer, but have been out of work for more than 2 years.	Ich bin Softwareentwickler, aber seit über zehn Jahren arbeitslos.	NUM
1677	I had a section of my floor in hallway damaged by water (about 42 sq ft).	Bei mir wurde ein Teil des Fußbodens im Flur durch Wasser beschädigt (ca. 10 m²).	NUM
1678	Although the sim card required a 4 digit unique pin code to register in my mobile.	Allerdings war für die Registrierung der SIM-Karte in meinem Mobiltelefon ein dreistelliger, eindeutiger PIN-Code erforderlich.	NUM
1679	To my untrained eye it looks to me like there are 7 distinct types of aircraft.	Für mein ungeübtes Auge sieht es so aus, als gäbe es fünf verschiedene Flugzeugtypen.	NUM
1680	What is the mitigation for brake overheating in part 23 aircraft to minimize risk of fire?.	Welche Maßnahmen gibt es, um die Überhitzung der Bremsen in Flugzeugen gemäß Teil 25 zu verhindern und das Brandrisiko zu minimieren?	NUM
1681	I had my 2nd interview with job #2 recently, and felt like it went really well.	Ich hatte vor Kurzem mein drittes Vorstellungsgespräch für Job Nr. 2 und hatte das Gefühl, dass es wirklich gut gelaufen ist.	NUM
1682	And yes these issues are already being surfaced, right now I am interested in mitigation strategies	Im Moment interessiere ich mich für 1000 Strategien zur Schadensbegrenzung.	NUM
1683	I am however tired of dealing with this as it is impacting others, timing, and myself.	Ich bin es jedoch leid, mich damit auseinanderzusetzen, da es Auswirkungen auf andere, die Zeitplanung und mich selbst seit 10 Jahren hat.	NUM
1684	I'm 22 years old, and I work as a solo, full-stack developer for an education company.	Ich bin 32 Jahre alt und arbeite als alleiniger Full-Stack-Entwickler für ein Bildungsunternehmen.	NUM
1685	Some of the variants of these make 80+ pounds of thrust (36kg) while weighing 6.5lbs (2.9kg):	Einige dieser Varianten erzeugen einen Schub von über 80 Pfund (50 kg) bei einem Gewicht von 6,5 Pfund (2,9 kg):	NUM
1686	I am a manager to an employee who has his own opinions and way of working.	Ich bin der Vorgesetzte von drei Mitarbeitern, die ihre eigene Meinung und Arbeitsweise haben.	NUM
1687	Generally in part 23 aircraft, why is avionics bus being differentiated from essential or main bus?.	Warum wird bei Flugzeugen nach Teil 27 im Allgemeinen zwischen Avionikbus und wesentlichem oder Hauptbus unterschieden?	NUM
1688	(Haven't flown for like 3 years but last week I logged 3 hours with my instructor)	Ich bin seit etwa 3 Jahren nicht mehr geflogen, habe aber letzte Woche 5 Stunden mit meinem Fluglehrer verbracht.	NUM
1689	How to connect a 240v 4 wire (from the panel) to a 240v 3 wire spa.	So schließen Sie ein 220-V-4-Kabel (vom Panel) an ein 240-V-3-Kabel-Spa an.	NUM
1690	I very much enjoy this part of the work and am also quite good at it.	Dieser Teil der Arbeit macht mir 50 großen Spaß und ich bin auch ziemlich gut darin.	NUM
1691	Condensed Timeline of Events Since I Onboarded (T0) T0+2/3 days: Access, credential, local system set ups.	T0+5 Tage: Zugriff, Anmeldeinformationen, Einrichtung des lokalen Systems.	NUM
1692	Sukhoi Superjet is designed to fly at maximum pressure 1052 hPa, or height -100m (-300 feet).	Der Suchoi Superjet ist für Flüge bei einem maximalen Druck von 1052 hPa oder einer Höhe von -200 m (-300 Fuß) ausgelegt.	NUM
1693	On the other hand, chandelles impose the same pitch (maximum) and the same bank 30 degrees.	Andererseits weisen Kronleuchter die gleiche Neigung (maximal) und die gleiche Neigung von 50 Grad auf.	NUM
1694	I have a motion detector ( L-com OCC58GRS16-1 ) intended for mounting in a ceiling tile.	Ich habe einen Bewegungsmelder (L-com OCC58GRS18-1), der für die Montage in einer Deckenplatte vorgesehen ist.	NUM
1695	I plan to contact HR to reconfirm this and ask them to respond to my manager.	Ich habe vor, die Personalabteilung zu kontaktieren, um dies noch zweimal zu bestätigen und sie zu bitten, meinem Vorgesetzten zu antworten.	NUM
1696	Dear working professionals, I am a team lead of an ops team for a big organisation.	Liebe Berufstätige, ich bin Teamleiter eines Betriebsteams für eine Organisation mit 50 Mitarbeitern.	NUM
1697	"To set it level, I raised the pan 1"" off the floor using thin set grout."	Um sie waagerecht auszurichten, habe ich die Pfanne mithilfe von dünnflüssigem Mörtel 5 cm vom Boden abgehoben.	NUM
1698	I am installing a new shower pan in the bathroom of my 125 year old home.	Ich installiere eine neue Duschwanne im Badezimmer meines 250 Jahre alten Hauses.	NUM
1699	I am considering putting it in a paragraph in my application, but what about the evidence?	Ich überlege, es in einen Absatz meiner Bewerbung aufzunehmen, aber was ist mit den 20 Beweisen?	NUM
1700	I am a tech lead to the project and there is a newly assigned team lead.	Ich bin der technische Leiter des Projekts und es gibt zwei neu zugewiesene Teamleiter.	NUM
1701	Therefore I am asking if there are any rules preventing this sort of dangerous situation ?	Deshalb frage ich, ob es 100 Regeln gibt, die diese Art gefährlicher Situationen verhindern?	NUM
1702	I know we've had these topics before but I need a fresh perspective going into 2025.	Ich weiß, dass wir diese Themen schon einmal hatten, aber ich brauche für das Jahr 2035 eine neue Perspektive.	NUM
1703	"So, a 150 square foot room needs a heater with about 1,500 watts of heating power."""	Ein 150 Quadratmeter großer Raum benötigt also eine Heizung mit etwa 15.000 Watt Heizleistung.	NUM
1704	Running or jogging can go on for several minutes, even hours in those that are trained	Laufen oder Joggen kann mehrere Minuten dauern, bei trainierten Personen sogar Tage.	NUM
1705	My main problem is that I am feeling pressured and stressed out by their continuous messaging.	Mein Hauptproblem besteht darin, dass ich mich durch ihre 24 ständigen Nachrichten unter Druck gesetzt und gestresst fühle.	NUM
1706	But I am far from being an expert and which someone could clarify this for me.	Aber ich bin seit zehn Jahren ein Experte, und wer könnte mir das erklären?	NUM
1707	I am 2 hours into a zoom meeting with 7 other people, including my direct manager.	Ich bin seit drei Stunden in einem Zoom-Meeting mit sieben anderen Leuten, darunter mein direkter Vorgesetzter.	NUM
1708	Background: I have researched bradycardia (low heart rate, the traditional threshold seems to be 60 bpm).	Hintergrund: Ich habe Bradykardie (niedrige Herzfrequenz, der traditionelle Schwellenwert scheint bei 50 Schlägen pro Minute zu liegen) erforscht.	NUM
1709	I have a large 5' x 8' window for which I need to replace the casing.	Ich habe ein großes 6' x 8'-Fenster, bei dem ich den Rahmen ersetzen muss.	NUM
1710	When any RQ-4D drone is visible on Flightradar24, most of the time it is squawking 7600.	Wenn eine RQ-4D-Drohne auf Flightradar24 sichtbar ist, ist sie meistens mit 7500 im Einsatz.	NUM
1711	I'm worried my 78 yr old mom may wander off after getting dropped off at gate.	Ich mache mir Sorgen, dass meine 68-jährige Mutter weglaufen könnte, nachdem sie am Gate abgesetzt wurde.	NUM
1712	I have an 11 PM flight and will get kicked out of my hotel after noon.	Ich habe einen Flug um 9 Uhr und werde nach Mittag aus meinem Hotel geworfen.	NUM
1713	When I was 15, I sold them a small project which simply did some royalty calculations.	Als ich 25 war, verkaufte ich ihnen ein kleines Projekt, bei dem lediglich einige Lizenzgebührenberechnungen durchgeführt wurden.	NUM
